Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
5507,2.0,0.6054999828338623,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['老字号', '肯定', '不错']"
5508,5.0,0.5709999799728394,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高",['早餐']
5509,2.0,0.4726000130176544,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '风景', '不错', '门口', '停车场', '不亏', '最早', '星级', '房间', '装修', '旧', '周边', '沙面', '值得', '转转', '几家', '饭店', '特色']"
5510,2.0,0.4099000096321106,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '风景', '不错', '不亏', '最早', '星级', '房间', '装修', '旧', '周边', '沙面', '值得', '转转', '几家', '饭店', '特色']"
5511,3.0,0.7853000164031982,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['舒服', '家人', '喜欢']"
5512,5.0,0.6560999751091003,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['故乡', '水', '很棒', '早餐', '值得', '推荐']"
5513,2.0,0.3684999942779541,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['地址', '没得说', '沙面', '走路', '出去玩']"
5514,5.0,0.5710999965667725,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高",['市中心']
5515,5.0,0.36320000886917114,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['位置', '优越', '房间', '设施', '宽敞', '舒适', '格调', '完胜', '国际', '大牌', '服务', '洗漱', '用品', '独具特色', '中国', '风']"
5516,1.0,0.5077999830245972,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['满意', '不愧', '中国', '第一个', '五星级', '房间', '舒服', '视野', '服务', '更好', '广州', '住', '非常感谢', '送', '生日蛋糕', '好吃', '感觉', '帅哥美女', '写', '贺卡', '一家人', '开心']"
5517,5.0,0.5713000297546387,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高",['环境']
5518,2.0,0.34290000796318054,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['名气', '响', '服务', '推荐', '订', '标准', '房']"
5519,6.0,0.3172000050544739,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['來', '廣州', '對', '沙面', '情', '獨', '鍾', '入住', '白天', '更是', '不二', '選擇', '時', '知悉', '我們', '有個', '小朋友', '入住', '房間', '單', '止', '進到', '房間', '洗手', '間', '三套', '兒童', '洗漱', '用品', '强', '强', '老牌', '細節', '體現', '細心體', '貼強']"
5520,2.0,0.4970000088214874,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['服务', '地毯', '下水道', '味']"
5521,6.0,0.4027999937534332,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['广州', '第一家', '五星级', '楼下', '沙面', '早茶', '房间', '空间', '很大', '性价比', '杠杠', '滴']"
5522,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5523,2.0,0.35499998927116394,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['含', '早餐', '贵', '早餐', '广州', '特色', '位置', '江边', '非常适合', '休闲', '房间', '配置', '服务态度', '还好', '停车位', '紧张']"
5524,2.0,0.46149998903274536,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['沙面', '设施', '地毯', '一股', '下水道', '味', '半夜', '熏醒', '送', '空气', '清新剂', '关了', '空调', '依旧', '味', '是否是', '客人', '尿', '撒', '地毯', '住', '两', '晚', '遗憾']"
5525,3.0,0.669700026512146,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['非常适合', '孩子', '后院', '花园', '游泳', '健身房', '很棒', '房间', '温度', '合适', '床', '被子', '超极', '舒服', '住', '想', '住']"
5526,0.0,0.7142000198364258,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['棒', '经典']"
5527,0.0,0.7135999798774719,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['棒', '房间']"
5528,2.0,0.44940000772476196,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['早茶', '不错', '广州', '一流']"
5529,0.0,0.8086000084877014,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['朋友', '介绍', '不错', '地理位置', '优越', '特意', '吃', '米其林', '餐厅', '玉堂春', '暖', '吃', '两顿', '便宜', '值得']"
5530,0.0,0.4733000099658966,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['春节', '期间', '入住', '无论是', '环境', '服务', '整洁', '周到', '贴心', '舒适', '入住', '用餐', '免费', '停车', '周边环境', '超', '棒', '不亏', '老牌']"
5531,2.0,0.7601000070571899,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['全国', '第一家', '五星级', '饭店', '惊艳', '感觉', '室外', '游泳池', '不错', '游', '两天', '身心', '放松', '有益']"
5532,4.0,0.5020999908447266,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['裝修', '後', '第一次', '入住', '雖然', '東西', '新', '感覺', '沒有', '那種', '情懷']"
5533,0.0,0.3970000147819519,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['住宿', '环境']"
5534,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5535,3.0,0.46779999136924744,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['城', '景房', '房间', '宽敞', '舒适', '景观', '趟', '沙面', '打卡', '网红', '星巴克', '早茶', '名不虚传', '价格', '高', '值得', '宾馆', '景观', '很棒', '值得', '逛逛', '宾馆', '歺', '饮', '人气', '旺', '自助餐', '中', '歺', '需', '订座', '住客', '订', '歺']"
5536,5.0,0.5282999873161316,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['早茶', '性价比', '高']"
5537,3.0,0.5048999786376953,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['位置', '沙面', '吃', '玩', '餐厅', '里', '粤菜馆', '米其林', '三星', '确实', '好吃']"
5538,0.0,0.7135000228881836,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['餐厅', '很棒']"
5539,2.0,0.3001999855041504,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['年前', '住', '两天', '旁边', '沙面', '岛', '边上', '珠江', '地理位置', '棒', '城', '景房', '房间', '真', '两大两', '住', '开', '美中不足', '马桶', '智能', '自带', '花园', '室外', '泳池', '棒极了', '早餐', '太贵', '对面', '乔家大院', '吃', '两天', '经济', '实惠', '下次', '体验', '米其林', '星', '餐厅', '风采']"
5540,2.0,0.46140000224113464,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['吃', '散步', '江边', '房间', '有点儿', '吵']"
5541,5.0,0.5372999906539917,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '周边', '逛逛']"
5542,0.0,0.6136000156402588,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['无敌', '海景', '入住', '十分满意', '服务', '周到', '玉堂春', '暖', '开', '遗憾', '尝试', '推荐', '早茶', '价格', '小贵', '口味', '不怎么样', '想要', '喝', '早茶', '建议', '大门', '对面', '酒楼', '更好']"
5543,6.0,0.5098999738693237,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['老牌', '五星级', '实力']"
5544,0.0,0.49230000376701355,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['周边环境', '不错', '服务', '满意', '下次', '回', '下榻']"
5545,5.0,0.7135000228881836,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['房间', '早餐']"
5546,1.0,0.6119999885559082,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['环境', '干净', '卫生']"
5547,4.0,0.4966999888420105,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['五星', '名不虚传', '二楼', '宏图', '府', '早茶', '特棒', '健身', '中心', '设备', '智能化', '开眼界']"
5548,5.0,0.4832000136375427,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['早餐', '加床', '孩子', '位置', '不错']"
5549,3.0,0.6107000112533569,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['不愧', '牌子', '瑕疵', '毛病', '太', '舒服']"
5550,3.0,0.5551999807357788,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['不错', '体验', '机会']"
5551,0.0,0.8281999826431274,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['服务', '很棒', '值得', '推荐']"
5552,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5553,0.0,0.7379000186920166,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['早餐', '做面', '小哥', '心情', '不咋地', '不耐烦', '睡']"
5554,6.0,0.5468000173568726,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['住', '中国', '五星级', '典范']"
5555,5.0,0.6110000014305115,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['喜欢', '地理位置', '环境', '玉堂春', '暖和', '风味餐厅', '味道', '不错', '服务', '总体']"
5556,5.0,0.508899986743927,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['装修', '故乡', '水', '依旧', '流水', '潺潺', '赏心悦目', '江景', '房', '景观', '一流', '老牌', '五星', '服务', '早餐', '味道', '不错']"
5557,4.0,0.32919999957084656,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['装修', '故乡', '水', '依旧', '流水', '潺潺', '赏心悦目', '江景', '房', '景观', '一流', '位于', '沙面', '岛上', '网红', '打卡', '点']"
5558,2.0,0.310699999332428,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['没的说', '确实', '路下', '沙面', '公园', '逛逛', '很棒', '花园', '泳池', '不错', '安静', '楼', '玉堂春', '暖', '餐厅', '真的', '名气', '服务', '超好', '真的', '喜欢', '吃', '粤菜']"
5559,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5560,1.0,0.3797000050544739,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['家庭', '出游', '服务', '房间', '温度', '适宜', '温馨', '舒适']"
5561,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5562,0.0,0.3898000121116638,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['帮忙', '升级', '行政', '江景', '房', '品质', '环境', '不错', '夜间', '江景', '漂亮', '早茶', '试试', '出色', '这一', '波', '疫情', '再来好', '好吃', '两顿']"
5563,2.0,0.5934000015258789,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['热闹', '步行', '分钟', '有大', '商场', '吃', '喝', '电影院', '唱歌', '广州', '入住']"
5564,5.0,0.5809000134468079,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['位置', '优越', '沙面', '岛', '逛', '老街', '吃', '美食', '房间', '江景', '美']"
5565,2.0,0.7138000130653381,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['老牌', '广州']"
5566,5.0,0.7088000178337097,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['早餐', '很棒', '加床', '位置', '交通', '便利']"
5567,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5568,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5569,5.0,0.6995999813079834,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['早餐', '不错', '品种', '面对', '珠江', '视野', '位置', '不错', '周边', '餐饮', '便利店', '孩子', '喜欢']"
5570,0.0,0.7300000190734863,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['正好', '太太', '生日', '期间', '入住', '贴心', '送', '生日蛋糕', '棒', '服务', '环境', '棒', '房间', '早茶', '体验']"
5571,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5572,0.0,0.4681999981403351,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['玉堂春', '暖', '早茶', '精致', '味道', '吃', '费用', '挺贵', '房间', '江景']"
5573,5.0,0.41510000824928284,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['房间', '早茶', '高大']"
5574,0.0,0.4569000005722046,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['服务', '进门', '电视机', '俩', '名字', '惊喜', '房间']"
5575,0.0,0.7257999777793884,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['房间', '意味', '升级']"
5576,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5577,2.0,0.37400001287460327,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['总体', '环境', '设施', '客服', '清洁', '不错', '公共', '交通工具', '打车', '沙面', '岛', '环境', '巨多', '没事', '适逢', '时期', '留', '一会']"
5578,2.0,0.6639999747276306,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['每次', '客户', '订', '这间', '旁边', '沙面']"
5579,2.0,0.3953000009059906,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['一如既往', '不愧', '广州', '招牌', '时期', '入住', '餐厅', '开门', '只能', '选择', '订餐', '房间', '里', '吃', '菜品', '选择', '理解', '没什么', '挑剔']"
5580,6.0,0.6151999831199646,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['入住', '喜欢', '位置', '喜欢', '沙面', '珠江', '早茶', '广州', '甩', '陶陶', '居', '广州', '酒家', '几条', '街']"
5581,2.0,0.5996999740600586,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['环境', '真的', '美的', '咬咬牙', '住', '江景', '房', '广州', '圆', '金钱', '大厦', '遥遥相望', '值', '两块', '合', '胃口', '曲奇', '吐', '糟', '浴室', '花洒', '太', '不好', '智能', '厕所', '装', '磨砂玻璃', '沐浴', '室', '装', '透明', '玻璃', '玻璃', '擦', '亮', '干净', '一头', '撞', '一家人', '入住', '沐浴', '室', '磨砂', '洗澡', '刷牙', '洗手', '卫生间', '互不', '影响', '洗澡', '外面', '干', '耗着', '小妹妹', '眼睛', '大大的', '可爱', '喝', '早茶', '房间', '预约', '占', '江边', '落地', '玻璃', '喝', '早茶', '有时候', '加水', '冲茶']"
5582,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5583,5.0,0.7139999866485596,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务', '环境']"
5584,2.0,0.4625000059604645,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['老牌', '条件', '环境', '设施', '没得说', '朋友', '广州', '出差', '帮忙', '订', '首选', '推荐', '这家', '朋友', '满意']"
5585,4.0,0.454800009727478,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['江景', '房', '赞', '早茶', '美味', '服务']"
5586,6.0,0.44519999623298645,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['性价比', '高', '位置', '旁边', '沙面', '值得', '逛一逛', '广州', '历史', '里', '玉暖春', '堂', '粤菜馆', '真的', '推荐']"
5587,4.0,0.4438000023365021,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['服务', '一流', '无敌', '江景']"
5588,0.0,0.5706999897956848,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",['体验']
5589,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5590,5.0,0.7851999998092651,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '房间', '宽敞']"
5591,4.0,0.29510000348091125,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['前年', '沙面', '玩', '路过', '景色', '不错', '样子', '历史', '老公', '海景房', '漂亮', '房间', '堪称', '完美', '面积', '设施', '新装修', '品味', '预约', '两家', '餐厅', '时间', '不用', '棒', '唯一', '太', '吵', '人来人往']"
5592,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5593,3.0,0.33469998836517334,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['朋友', '评价', '不错']"
5594,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5595,2.0,0.6121000051498413,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['广州', '驻', '见证', '广州', '广展', '周边', '环境', '越来越', '每次', '步入', '瀑布', '旁', '故乡', '水', '三个', '大字', '一种', '回家', '感觉', '时间', '流逝', '慢慢', '变老', '愈发', '年轻']"
5596,2.0,0.7139999866485596,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['国内', '精品']"
5597,6.0,0.7142000198364258,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['以往', '水平']"
5598,1.0,0.8568000197410583,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['环境优美', '安静', '卫生', '棒棒', '哒']"
5599,6.0,0.3497999906539917,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['装修', '老牌', '值得', '信任', '安静', '城景', '不错', '房型', '住', '舒服']"
5600,5.0,0.7141000032424927,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['位置', '环境']"
5601,3.0,0.29600000381469727,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['环境', '没得说', '是因为', '环境', '设施', '才值', '价', '房间', '起码', '三折', '房间', '楼层', '矮', '感觉', '压抑']"
5602,4.0,0.571399986743927,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订",['情调']
5603,3.0,0.4431999921798706,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['不愧', '老牌', '五星', '水准', '几十年', '服务', '水准', '高', '态度', '位置', '价格', '配套', '特别', '吃饭', '饮茶']"
5604,6.0,0.4577000141143799,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['散点', '实在', '太', '差劲', '安排', '餐具', '早餐', '速度', '慢', '足足', '小时', '时', '秩序', '乱', '的先', '份量', '太', '缩水', '笼', '烧卖', '仅上', '两粒', '笼', '糯米鸡', '只上', '一只', '真令人', '语', '接近', '早餐', '提供', '不到', '份量', '感觉', '差']"
5605,5.0,0.6312000155448914,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '舒适', '服务到位', '江景', '别致', '餐食', '一流']"
5606,2.0,0.7146999835968018,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '服务', '住', '香格里拉', '太']"
5607,4.0,0.3073999881744385,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['小孩', '生日', '住', '庆祝', '生日', '帮', '升级', '豪华', '房', '层', '房间', '小孩', '进房', '开心', '不想', '房门', '小孩', '生日', '送', '礼物', '贺卡', '贺卡', '手写', '祝福语', '够', '贴心', '服务', '房间', '里', '咖啡机', '咖啡', '味道', '不错', '操作', '简单', '下次', '时间']"
5608,3.0,0.33309999108314514,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['停车场', '环境', '很好', '体验', '朋友', '孩子', '体验生活']"
5609,3.0,0.24809999763965607,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['同程', '飞猪', '携程', '便宜', '几十元', '去过', '发现', '沙面', '正好', '游览', '住', '广', '情意', '结吧', '中国', '第一家', '五星级', '长大', '屹立', '潮头', '体验', '落伍', '订', '是标', '双房', '同程', '订', '原以为', '疫情', '期间', '入住', '夜晚', '灯光', '目测', '开房率', '不到', '房间', '空', '空', '五星级', '减价', '促销', '免费', '升级', '优惠', '升级', '木', '一张', '脸', '提', '提', '设施', '行', '标', '双', '房会', '显得', '太', '挤', '房间', '卫生间', '镜子', '想', '床', '前', '涂', '脸', '不行', '开夜', '床', '服务', '中规中矩', '五星级', '送', '水果', '巧克力', '电影', '额外收费', '全包', '值得', '赞', '便宜', '标', '双', '城景', '沙面', '洋楼', '景色', '尽收眼底', '延时', '退房', '压力', '庄晓华', '热情', '解决']"
5610,2.0,0.8568999767303467,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['地理位置', '优越', '酒店设施', '设计', '人性化']"
5611,5.0,0.5382000207901001,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境优美', '交通', '安排', '高层', '风景', '不错', '下次', '再来']"
5612,5.0,0.48330000042915344,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['总体', '情况', '不错']"
5613,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5614,1.0,0.6851000189781189,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['老牌', '五星级', '在乎', '装修', '更多', '服务', '关怀', '满意', '再来']"
5615,5.0,0.7856000065803528,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['早餐', '不错', '环境']"
5616,0.0,0.41350001096725464,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['超级', '满意', '土生土长', '地道', '广州', '最爱', '城市', '里', '入住', '无非', '重温', '这份', '临江', '睡', '感觉', '忘不了', '入住', '舒适', '感受', '入住', '江景', '套房', '超级', '超级', '无敌', '满意']"
5617,0.0,0.7853000164031982,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['帮', '升级', '房间']"
5618,5.0,0.6412000060081482,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['不错', '环境', '老牌', '服务', '不错', '点', '贵', '房间', '不算', '很大', '算', '孩子', '玩住']"
5619,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5620,6.0,0.570900022983551,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验",['服务态度']
5621,3.0,0.8622000217437744,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['二十年', '前去', '過', '住', '住', '性价比', '超高', '下次', '住', '星期', '学', '游泳', '太', '舒服']"
5622,5.0,0.7853000164031982,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '房间', '安静']"
5623,4.0,0.5206000208854675,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['感謝', '升級', '江景', '豪华', '套房', '邀', '朋友', '过生日', '房间', '超級', '面对', '無敌', '江景', '浴缸', '房間奘', '修', '大器', '服務', '貼心', '雖然', '疫情', '辦理', '入住', '手續費', '时', '态度', '亲切', '礼', '真的', '不愧', '广州', '第一家', '涉外', '五星', '級', '飯', '店', '入住']"
5624,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5625,3.0,0.5885999798774719,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['一如既往', '喜欢', '疫情', '期间', '少', '安静', '舒服']"
5626,0.0,0.5338000059127808,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['沒有', '自助', '晚餐']"
5627,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5628,5.0,0.8284000158309937,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务周到', '环境优美', '居住', '舒适']"
5629,3.0,0.47440001368522644,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['入住', '划算', '超级', '稀饭', '入住', '晚', '升级', '城', '景房', '打开门', '惊喜', '夜景', '美好', '舒服', '想', '家人', '住', '一晚', '爱', '胶囊', '咖啡', '香', '浴缸', '泡', '可惜', '下次', '泡', '浴袋', '住']"
5630,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5631,4.0,0.3813000023365021,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['不错', '江景']"
5632,5.0,0.5231999754905701,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['位置', '早餐', '特色']"
5633,4.0,0.2890999913215637,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['不好', '找', '导航', '定位', '准确', '停车场', '出入', '引导', '标志']"
5634,1.0,0.7847999930381775,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['早餐', '干净', '卫生']"
5635,0.0,0.4348999857902527,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['一如既往', '服务', '到位', '选择', '疫情', '期间', '升级', '房间', '一家人', '住', '满意', '婴儿', '免费', '加', '婴儿车', '小朋友', '送', '洗漱', '包', '满意']"
5636,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
5637,1.0,0.350600004196167,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['江景', '靓', '服务', '不错']"
5638,5.0,0.5450000166893005,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['卫生', '不错', '早餐']"
5639,1.0,0.44200000166893005,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['房间', '赞', '价格', '适中', '不错']"
5640,2.0,0.4909000098705292,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['环境', '一流', '珠江', '美景', '尽收眼底', '楼下', '沙面', '公园', '散步', '灰常好', '早茶', '广州', '第一流', '玉堂春', '晚', '正餐', '米其林', '三星', '水准', '整体', '推荐']"
5641,5.0,0.8284000158309937,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['早餐', '丰盛', '停车场', '环境']"
